tract,min_dur,min_dist,closest_dur,closest_dist
11001001002,20.3833333333333,0.917764967,Tenleytown-AU,Tenleytown-AU
11001002801,10.0333333333333,0.4676438146,Columbia Heights,Columbia Heights
11001003100,11.0983333333333,0.5172292204,Columbia Heights,Columbia Heights
11001004001,10.7833333333333,0.5025648648,Woodley Park-Zoo/Adams Morgan,Woodley Park-Zoo/Adams Morgan
11001010500,8.695,0.405133892,Federal Center SW,Federal Center SW
11001004600,13.745,0.6405092268,NoMa-Gallaudet U,NoMa-Gallaudet U
11001008803,17.2716666666667,0.8049239934,NoMa-Gallaudet U,NoMa-Gallaudet U
11001009507,14.9616666666667,0.6971161249,Fort Totten,Fort Totten
11001009509,14.13,0.6569755583,Fort Totten,Fort Totten
11001005303,7.90333333333333,0.3682244546,Dupont Circle,Dupont Circle
11001010202,6.61166666666667,0.3083242902,L'Enfant Plaza,L'Enfant Plaza
11001005003,10.0733333333333,0.4694457905,McPherson Square,McPherson Square
11001010201,3.085,0.1421075477,Waterfront,Waterfront
11001000101,14.6133333333333,0.6812090273,Dupont Circle,Dupont Circle
11001003702,8.20333333333333,0.3823295763,Columbia Heights,Columbia Heights
11001008100,15.605,0.7275633039,Eastern Market,Eastern Market
11001000502,13.0183333333333,0.6067066444,Woodley Park-Zoo/Adams Morgan,Woodley Park-Zoo/Adams Morgan
11001001401,20.5716666666667,0.9570356142,Friendship Heights,Friendship Heights
11001001901,23.635,1.1015665088,Takoma,Takoma
11001002202,20.305,0.9445460571,Fort Totten,Fort Totten
11001002702,12.535,0.5841508771,Columbia Heights,Columbia Heights
11001003302,13.2116666666667,0.6154679755,Shaw-Howard U,Shaw-Howard U
11001004801,6.005,0.2796790871,Shaw-Howard U,Shaw-Howard U
11001010800,9.56166666666667,0.4455851441,Farragut West,Farragut West
11001006801,5.77,0.269053643,Stadium-Armory,Stadium-Armory
11001007406,14.4533333333333,0.6717641881,Anacostia,Anacostia
11001007503,13.33,0.6179534595,Anacostia,Anacostia
11001007709,23.925,1.2068888933,Potomac Ave,Potomac Ave
11001007903,15.1183333333333,0.7044483027,Stadium-Armory,Stadium-Armory
11001009700,21.8333333333333,1.1372953413,Congress Heights,Southern Ave
11001009807,32.0433333333333,2.1389453933,Congress Heights,Congress Heights
11001009907,16.6833333333333,0.7775836694,Benning Road,Benning Road
11001002802,3.77166666666667,0.1757237188,Columbia Heights,Columbia Heights
11001000904,40.5116666666667,1.8877872351,Tenleytown-AU,Tenleytown-AU
11001005802,2.39166666666667,0.1112875461,Metro Center,Metro Center
11001011001,6.74833333333333,0.3145380002,Waterfront,Waterfront
11001002504,13.22,0.616400032,Georgia Ave-Petworth,Georgia Ave-Petworth
11001000803,29.7433333333333,1.3859680155,Tenleytown-AU,Tenleytown-AU
11001005801,4.24166666666667,0.1977823893,Judiciary Square,Judiciary Square
11001000400,23.58,1.0975897344,Woodley Park-Zoo/Adams Morgan,Woodley Park-Zoo/Adams Morgan
11001002501,17.6383333333333,0.8187184296,Georgia Ave-Petworth,Georgia Ave-Petworth
11001006802,7.74333333333333,0.3607058655,Potomac Ave,Potomac Ave
11001007807,21.66,1.0095414637,Capitol Heights,Capitol Heights
11001007000,5.305,0.247305658,Eastern Market,Eastern Market
11001006500,6.185,0.2881297327,Capitol South,Capitol South
11001006900,6.74333333333333,0.3141651776,Potomac Ave,Potomac Ave
11001008001,22.8966666666667,1.0668318699,Stadium-Armory,Stadium-Armory
11001001303,9.93666666666667,0.4630456692,Van Ness-UDC,Van Ness-UDC
11001010601,5.77833333333333,0.2694886027,NoMa-Gallaudet U,NoMa-Gallaudet U
11001004703,8.61,0.4013435289,Mt Vernon Sq 7th St-Convention Center,Mt Vernon Sq 7th St-Convention Center
11001003901,12.4666666666667,0.5793041833,Columbia Heights,Columbia Heights
11001002201,20.02,0.9331128307,Georgia Ave-Petworth,Georgia Ave-Petworth
11001007901,16.8316666666667,0.7843566133,Stadium-Armory,Stadium-Armory
11001009203,22.1983333333333,1.0314137229,Rhode Island Ave-Brentwood,Rhode Island Ave-Brentwood
11001005601,5.525,0.2574961424,Foggy Bottom-GWU,Foggy Bottom-GWU
11001004704,13.4,0.6245399921,Mt Vernon Sq 7th St-Convention Center,Mt Vernon Sq 7th St-Convention Center
11001003902,11.59,0.5400335361,Woodley Park-Zoo/Adams Morgan,Woodley Park-Zoo/Adams Morgan
11001001003,18.675,0.8702300855,Tenleytown-AU,Tenleytown-AU
11001009504,13.15,0.6129203544,Brookland-CUA,Brookland-CUA
11001001804,23.7766666666667,1.1083394527,Takoma,Takoma
11001010100,2.52166666666667,0.117439119,McPherson Square,McPherson Square
11001009604,23.6866666666667,1.1026228395,Minnesota Ave,Minnesota Ave
11001010602,9.14,0.4260740947,NoMa-Gallaudet U,NoMa-Gallaudet U
11001006400,17.8983333333333,0.8341905675,Navy Yard-Ballpark,Navy Yard-Ballpark
11001004201,11.9683333333333,0.5576183354,Dupont Circle,Dupont Circle
11001008402,22.1866666666667,1.0338992069,Union Station,Union Station
11001009802,31.77,1.5218618532,Congress Heights,Southern Ave
11001008804,38.475,1.792655335,Stadium-Armory,Stadium-Armory
11001009803,32.25,1.480727093,Congress Heights,Congress Heights
11001002102,20.3566666666667,0.9471558153,Fort Totten,Fort Totten
